DATA_TYPE,CR_NUMBER,STN_NUMBER,CLCM,IST$,OID$,PFR$,REP$,SER1,WWCD,ATMS,BATH,BTC1,BTR1,BTS1,CCVR,CLCM,DRYT,OLP$,SCR$,SOU$,SWDR,SWHT,SWPR,VDIR,VEST,VPER,WDIR,WETT,WSPD,WWCD,OBS_YEAR,OBS_MONTH,OBS_DAY,OBS_TIME,Q_DATE_TIME,LONGITUDE (+E),LATITUDE (+N),Q_POS
CD,18BW97001 ,29,,SEABIRD 25,29,,,S0118,,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,8,21,1703,1,-55.8833,47.8,1
CD,18BW97001 ,30,,SEABIRD 25,30,,,S0118,,NaN,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,8,21,1715,1,-55.865,47.7917,1
CD,18BW97001 ,31,,SEABIRD 25,31,,,S0118,,NaN,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,8,21,1733,1,-55.8283,47.8667,1
CD,18HB97004 ,1,,SEABIRD 25,1,,,S0036,,NaN,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1126,1,-55.8,47.9033,1
TE,CG2845  97,9955,,,,,,,,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1201,1,-55.8,47.8833,1
CD,18HB97004 ,2,,SEABIRD 25,2,,,S0036,,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1201,1,-55.8117,47.8917,1
TE,CG2845  97,9954,,,,,,,,NaN,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1221,1,-55.8,47.8667,1
CD,18HB97004 ,3,,SEABIRD 25,3,,,S0036,,NaN,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1221,1,-55.81,47.8733,1
TE,CG2845  97,9953,,,,,,,,NaN,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1242,1,-55.8167,47.85,1
CD,18HB97004 ,4,,SEABIRD 25,4,,,S0036,,NaN,110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1242,1,-55.8167,47.8567,1
CD,18HB97004 ,5,,SEABIRD 25,5,,,S0036,,NaN,120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1315,1,-55.83,47.8433,1
CD,18HB97004 ,6,,SEABIRD 25,6,,,S0036,,NaN,168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1347,1,-55.84,47.8267,1
CD,18HB97004 ,7,,SEABIRD 25,7,,,S0036,,NaN,168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1440,1,-55.84,47.81,1
TE,CG2845  97,9952,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1504,1,-55.8333,47.7833,1
CD,18HB97004 ,8,,SEABIRD 25,8,,,S0036,,NaN,155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1504,1,-55.835,47.7883,1
CD,18HB97004 ,9,,SEABIRD 25,9,,,S0036,,NaN,155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1555,1,-55.86,47.78,1
TE,CG2845  97,9951,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1700,1,-55.8667,47.7667,1
CD,18HB97004 ,10,,SEABIRD 25,10,,,S0036,,NaN,140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1700,1,-55.88,47.7733,1
CD,18HB97004 ,11,,SEABIRD 25,11,,,S0036,,NaN,202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1725,1,-55.9033,47.765,1
TE,CG2845  97,9950,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1755,1,-55.9167,47.75,1
CD,18HB97004 ,12,,SEABIRD 25,12,,,S0036,,NaN,220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1755,1,-55.925,47.76,1
CD,18HB97004 ,13,,SEABIRD 25,13,,,S0036,,NaN,196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1827,1,-55.9517,47.76,1
TE,CG2845  97,9940,,,,,,,,NaN,282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1856,1,-55.9667,47.75,1
CD,18HB97004 ,14,,SEABIRD 25,14,,,S0036,,NaN,282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1856,1,-55.975,47.755,1
TE,CG2845  97,9949,,,,,,,,NaN,290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1939,1,-55.9833,47.7333,1
CD,18HB97004 ,15,,SEABIRD 25,15,,,S0036,,NaN,290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,1939,1,-55.9933,47.7433,1
TE,CG2845  97,9941,,,,/////,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,2008,1,-56,47.71,1
CD,18HB97004 ,16,,SEABIRD 25,16,,,S0036,,NaN,228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,1,2008,1,-56.01,47.73,1
TE,CG2845  97,9944,,,,,,,,NaN,148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1248,1,-56.0167,47.7167,1
CD,18HB97004 ,17,,SEABIRD 25,17,,,S0036,,NaN,148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1248,1,-56.0283,47.7233,1
CD,18HB97004 ,18,,SEABIRD 25,18,,,S0036,,NaN,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1329,1,-56.0383,47.7083,1
TE,CG2845  97,9938,,,,,,,,NaN,384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1348,1,-56.0333,47.6833,1
CD,18HB97004 ,19,,SEABIRD 25,19,,,S0036,,NaN,384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1348,1,-56.0333,47.695,1
CD,18HB97004 ,20,,SEABIRD 25,20,,,S0036,,NaN,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1452,1,-56.03,47.6867,1
CD,18HB97004 ,21,,SEABIRD 25,21,,,S0036,,NaN,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1515,1,-56.025,47.6817,1
CD,18HB97004 ,22,,SEABIRD 25,22,,,S0036,,NaN,348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1549,1,-56.0083,47.7017,1
TE,CG2845  97,9948,,,,,,,,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1643,1,-55.9667,47.7,1
CD,18HB97004 ,23,,SEABIRD 25,23,,,S0036,,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1643,1,-55.9733,47.71,1
TE,CG2845  97,9947,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1712,1,-55.9333,47.7167,1
CD,18HB97004 ,24,,SEABIRD 25,24,,,S0036,,NaN,148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1712,1,-55.935,47.7167,1
CD,18HB97004 ,25,,SEABIRD 25,25,,,S0036,,NaN,207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1755,1,-55.8917,47.725,1
CD,18HB97004 ,26,,SEABIRD 25,26,,,S0036,,NaN,150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1827,1,-55.8717,47.735,1
TE,CG2845  97,9939,,,,,,,,NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1853,1,-55.8667,47.7333,1
CD,18HB97004 ,27,,SEABIRD 25,27,,,S0036,,NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1853,1,-55.8733,47.7433,1
CD,18HB97004 ,28,,SEABIRD 25,28,,,S0036,,NaN,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,1946,1,-55.8617,47.7533,1
CD,18HB97004 ,29,,SEABIRD 25,29,,,S0036,,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,2010,1,-55.845,47.7667,1
CD,18HB97004 ,30,,SEABIRD 25,30,,,S0036,,NaN,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,2029,1,-55.85,47.775,1
TE,CG2845  97,9945,,,,,,,,NaN,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,2051,1,-55.8667,47.7833,1
CD,18HB97004 ,31,,SEABIRD 25,31,,,S0036,,NaN,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,2,2051,1,-55.8667,47.7933,1
TE,CG2845  97,9942,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,4,1831,1,-56.1167,47.6833,1
CD,18HB97004 ,32,,SEABIRD 25,32,,,S0036,,NaN,750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,4,1831,1,-56.1233,47.6867,1
CD,18BW97001 ,32,,SEABIRD 25,32,,,S0118,,NaN,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,6,1900,1,-55.9567,47.7683,1
CD,18BW97001 ,33,,SEABIRD 25,33,,,S0118,,NaN,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,6,1933,1,-55.865,47.7917,1
CD,18BW97001 ,34,,SEABIRD 25,34,,,S0118,,NaN,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,6,1945,1,-55.8833,47.8,1
CD,18BW97001 ,35,,SEABIRD 25,35,,,S0118,,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,6,2000,1,-55.8283,47.8667,1
TE,CG2845  97,9936,,,,/////,,,,NaN,384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,18,1348,5,-56.03,47.68,1
TE,CG2845  97,9937,,,,/////,,,,NaN,282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,10,18,1856,5,-55.96,47.75,1
TE,KWAL    97,9995,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,1,1315,5,-55.8167,47.8333,1
CD,18BW97001 ,36,,SEABIRD 25,36,,,S0118,,NaN,350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,17,1407,1,-56.0333,47.695,1
CD,18BW97001 ,37,,SEABIRD 25,37,,,S0118,,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,17,1429,1,-56.0383,47.7083,1
CD,18BW97001 ,38,,SEABIRD 25,38,,,S0118,,NaN,140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,17,1439,1,-56.0283,47.7233,1
CD,18BW97001 ,39,,SEABIRD 25,39,,,S0118,,NaN,210,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,17,1505,1,-56.01,47.73,1
CD,18BW97001 ,40,,SEABIRD 25,40,,,S0118,,NaN,300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,17,1520,1,-55.91,47.7433,1
CD,18BW97001 ,41,,SEABIRD 25,41,,,S0118,,NaN,275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,17,1540,1,-55.93,47.755,1
CD,18BW97001 ,42,,SEABIRD 25,42,,,S0118,,NaN,178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,17,1610,1,-55.9517,47.76,1
CD,18BW97001 ,43,,SEABIRD 25,43,,,S0118,,NaN,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,17,1623,1,-55.9567,47.7683,1
CD,18BW97001 ,44,,SEABIRD 25,44,,,S0118,,NaN,221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,17,1634,1,-55.925,47.76,1
CD,18BW97001 ,45,,SEABIRD 25,45,,,S0118,,NaN,205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,17,1655,1,-55.9033,47.765,1
CD,18BW97001 ,46,,SEABIRD 25,46,,,S0118,,NaN,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,18,1709,1,-55.88,47.7733,1
CD,18BW97001 ,47,,SEABIRD 25,47,,,S0118,,NaN,128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,18,1720,1,-55.86,47.78,1
CD,18BW97001 ,48,,SEABIRD 25,48,,,S0118,,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1400,1,-55.845,47.7667,1
CD,18BW97001 ,49,,SEABIRD 25,49,,,S0118,,NaN,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1415,1,-55.865,47.7917,1
CD,18BW97001 ,50,,SEABIRD 25,50,,,S0118,,NaN,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1425,1,-55.8833,47.8,1
CD,18BW97001 ,51,,SEABIRD 25,51,,,S0118,,NaN,130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1440,1,-55.835,47.7883,1
CD,18BW97001 ,52,,SEABIRD 25,52,,,S0118,,NaN,167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1455,1,-55.84,47.81,1
CD,18BW97001 ,53,,SEABIRD 25,53,,,S0118,,NaN,155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1507,1,-55.84,47.8267,1
CD,18BW97001 ,54,,SEABIRD 25,54,,,S0118,,NaN,110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1724,1,-55.83,47.8433,1
CD,18BW97001 ,55,,SEABIRD 25,55,,,S0118,,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1738,1,-55.8167,47.8567,1
CD,18BW97001 ,56,,SEABIRD 25,56,,,S0118,,NaN,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1754,1,-55.81,47.8733,1
CD,18BW97001 ,57,,SEABIRD 25,57,,,S0118,,NaN,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1809,1,-55.8117,47.8917,1
CD,18BW97001 ,58,,SEABIRD 25,58,,,S0118,,NaN,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1821,1,-55.8,47.9033,1
CD,18BW97001 ,59,,SEABIRD 25,59,,,S0118,,NaN,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,11,19,1833,1,-55.8283,47.8667,1
CD,18HB98001 ,1,,SEABIRD 25,1,,,S0118,,NaN,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,4,5,1138,1,-55.8,47.9033,1
CD,18HB98001 ,2,,SEABIRD 25,2,,,S0118,,NaN,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,4,5,1155,1,-55.8117,47.8917,1
CD,18HB98001 ,3,,SEABIRD 25,3,,,S0118,,NaN,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,4,5,1215,1,-55.81,47.8733,1
